applicationId	createdOn	lastUpdatedOn	carRego	carColor
35	1/7/19	7/15/2019	WBAEK13507C437483	Cardguard
47	6/25/2019	4/23/2019	3VW467AT8DM916880	Viva
8	7/14/2019	7/29/2019	W04GT5GC2B1957255	Solarbreeze
5	8/10/19	6/12/19	JH4DC23911S954727	Opela
94	1/28/2019	1/14/2019	JN8AS5MT3DW636399	Temp
38	7/30/2019	7/12/19	KMHTC6AD7DU579930	Quo Lux
7	7/25/2019	7/24/2019	WDDGF4HB4EA858363	Toughjoyfax
34	3/3/19	8/14/2019	WBABS33421J946421	Wrapsafe
83	6/16/2019	10/15/2018	1G6KD57Y99U221675	Alpha
11	3/19/2019	1/12/19	ZFBCFAAH8EZ120897	Vagram
82	7/5/19	10/17/2018	WAUAC48H26K960895	Toughjoyfax
26	9/25/2018	1/1/19	1G6KD57Y09U970316	Aerified
100	3/5/19	8/12/19	3GYFK66N44G577071	Toughjoyfax
74	2/18/2019	7/17/2019	KNAFT4A28D5038767	Regrant
45	1/2/19	8/7/19	1N6AA0CA1CN227210	Redhold
10	1/30/2019	4/24/2019	5N1BA0ND7FN929711	Zathin
87	6/15/2019	12/29/2018	5NPDH4AE4BH491075	Solarbreeze
62	12/25/2018	2/5/19	1C6RD7HT2CS281530	Sonsing
15	1/26/2019	4/22/2019	1FTMF1E84AF897291	Otcom
30	1/8/19	6/24/2019	5UXZW0C59D0489967	Bigtax
18	11/7/18	8/13/2019	1G6AL1R35F0884849	Pannier
82	9/22/2018	3/19/2019	WBAUP9C50AV580182	Redhold
38	1/26/2019	2/10/19	YV1902FH4B2030779	Quo Lux
12	9/30/2018	4/25/2019	1C3CC4FB3AN329157	Zontrax
99	1/17/2019	9/23/2018	SALSF2D43CA599788	Flowdesk
86	11/10/18	6/13/2019	1G6DA67V180295028	Matsoft
46	8/6/19	7/12/19	WAUYGAFC9DN778647	Rank
5	11/24/2018	1/24/2019	3D73Y4HL9BG208054	Zontrax
27	7/13/2019	1/30/2019	1GYS4KEF8CR275163	Span
95	3/5/19	9/13/2018	1N4AA5AP3DC528068	Latlux
12	12/20/2018	6/29/2019	WBABN53411J009207	Gembucket
12	4/28/2019	1/5/19	1FAHP3EN7AW844044	Quo Lux
56	10/14/2018	1/4/19	1G6AX5S30E0125305	Ventosanzap
37	1/14/2019	11/2/18	WBAEH13416C012987	Daltfresh
30	3/1/19	5/20/2019	3C3CFFAR7FT531014	Quo Lux
10	8/14/2019	10/27/2018	1G6AE5S36E0978331	Konklux
4	4/20/2019	2/24/2019	JA32X2HUXEU166662	Holdlamis
82	3/15/2019	12/31/2018	SCFAB01A07G093174	Wrapsafe
84	2/20/2019	8/21/2018	1NXBU4EE7AZ950130	Otcom
26	6/12/19	6/24/2019	5UXWX7C54DL782392	Prodder
43	7/23/2019	9/28/2018	WAUKF78E88A068694	Hatity
97	5/23/2019	12/11/18	WAUAFAFH1BN959769	Cardguard
17	9/10/18	11/6/18	WAUXL68E94A072644	Flexidy
75	11/16/2018	12/18/2018	1C4SDHCT9CC726427	Zontrax
50	4/30/2019	11/8/18	KNALN4D73E5717612	Opela
87	1/16/2019	1/8/19	WAUVVAFR6CA377625	Job
8	5/25/2019	6/27/2019	4T1BF1FK1EU529183	Bigtax
98	10/27/2018	4/2/19	WVGAV3AX2EW562601	Sonair
66	11/30/2018	1/14/2019	JN8AF5MR0ET590350	Job
17	8/18/2019	3/28/2019	SCFBB04B68G732068	Vagram
20	10/10/18	12/28/2018	WAUDT74F85N994257	Matsoft
14	9/20/2018	8/29/2018	1GD12XEG2FF337672	Gembucket
73	9/23/2018	5/21/2019	4T1BK1EB9EU194168	Transcof
34	11/6/18	11/9/18	JH4DC54896S318541	Lotlux
4	4/21/2019	9/27/2018	JM3TB2MA0A0634570	It
13	11/28/2018	12/10/18	WAUKG98E66A919638	Treeflex
95	12/24/2018	10/4/18	1G6DN57U660079632	Subin
56	2/18/2019	9/28/2018	2G4WB55K611568086	Job
64	12/6/18	1/26/2019	WBAPM77599N892324	Otcom
3	9/30/2018	5/2/19	WAUNF78P36A395208	Y-find
65	4/6/19	1/22/2019	WAULC58E15A945636	Transcof
29	8/5/19	12/7/18	1N6AD0CU1DN803722	Zontrax
19	8/14/2019	7/27/2019	WAUKF78E06A442812	Y-Solowarm
59	3/27/2019	5/23/2019	3D73Y3CL5AG217270	Zaam-Dox
30	8/20/2018	9/27/2018	5GAKVBED3CJ609035	Voltsillam
70	2/20/2019	2/1/19	JTDBT4K30A1148322	Zontrax
62	11/19/2018	1/25/2019	SCFEBBAC9AG516629	Solarbreeze
80	7/6/19	1/18/2019	5FRYD4H20FB078226	Ventosanzap
92	1/11/19	10/2/18	2LNBL8CVXAX662124	Ventosanzap
60	11/3/18	10/24/2018	JH4DB75581S530391	Viva
52	10/31/2018	2/28/2019	1G4GG5E34CF763792	Biodex
89	8/30/2018	2/26/2019	5YMKW8C50F0424517	Zathin
43	9/23/2018	1/12/19	3C4PDDAG1FT547991	Voltsillam
16	12/25/2018	11/7/18	SCBZK25E12C859779	Fintone
36	1/21/2019	6/10/19	JA32U2FU0DU982502	Fintone
94	1/23/2019	9/22/2018	2T2BK1BA4FC100305	Zaam-Dox
53	10/11/18	4/8/19	1B3CB3HA7BD945496	Cardguard
10	12/23/2018	6/28/2019	WBAKB0C5XBC731804	Subin
36	10/26/2018	5/26/2019	2FMDK3KC1AB137784	Voltsillam
57	9/13/2018	7/11/19	1VWAH7A35DC575811	Span
79	6/21/2019	12/15/2018	JTHBB1BA8C2932064	Subin
23	7/19/2019	7/17/2019	5N1AA0ND2FN280833	Subin
21	3/13/2019	6/15/2019	1G6DV5EP8C0239051	Daltfresh
56	3/27/2019	5/28/2019	WVWED7AJ4BW728043	Tampflex
63	8/4/19	3/30/2019	2HNYD18283H967582	Ronstring
22	10/26/2018	10/27/2018	1G6AB5RA6F0459665	Prodder
40	2/11/19	3/10/19	WAUNF98P97A072021	Voyatouch
10	6/5/19	1/23/2019	JTDKN3DU6F0808676	Wrapsafe
64	1/4/19	10/5/18	WP0AA2A92AS276552	Zaam-Dox
99	2/27/2019	11/23/2018	WAUKFBFLXBN321194	Zaam-Dox
60	5/10/19	12/23/2018	2T1KE4EE1AC764324	Sonsing
78	9/7/18	10/19/2018	WBSDE93472C273288	Zamit
80	7/2/19	6/12/19	3N1AB7AP3FY528460	Alpha
65	11/8/18	6/23/2019	1C3CDFEB6FD549481	Wrapsafe
31	7/7/19	4/15/2019	5TDDW5G14FS837870	Flowdesk
85	9/16/2018	2/11/19	WAUTFAFH6AN432589	Alpha
55	3/9/19	11/25/2018	1N4AB7AP5DN870750	Viva
59	5/24/2019	6/5/19	1GKS1GKC4FR233524	Tampflex
64	8/8/19	10/15/2018	3GYEK62N76G062800	Bitchip
40	10/23/2018	11/24/2018	5GAKRBKD5EJ740219	Wrapsafe
30	9/20/2018	3/31/2019	SCFEBBCF9BG730058	Aerified
59	10/2/18	5/22/2019	SCBCU8ZAXAC271551	Asoka
84	8/31/2018	11/30/2018	2G4GY5GVXB9782687	Job
91	1/6/19	7/13/2019	5FRYD3H44FB752258	Bitwolf
28	11/10/18	10/25/2018	1YVHZ8BH3C5766185	Keylex
91	4/25/2019	5/4/19	WBAYF4C55FD989475	Job
11	11/10/18	10/25/2018	5NPDH4AE3EH416906	Matsoft
68	2/11/19	10/15/2018	WAUHFAFL3EA743923	Solarbreeze
42	5/8/19	12/3/18	WBAKA8C50AC473776	Transcof
46	2/26/2019	11/26/2018	WBAEA5C50AC095731	Flexidy
50	8/8/19	6/8/19	JN1BY0AR1AM825248	Tin
57	8/17/2019	2/6/19	WA1BV94L18D123937	Otcom
38	8/25/2018	2/9/19	1GYS3RKJ2FR440939	Gembucket
77	9/4/18	5/24/2019	1GYS4RKJ8FR658493	Zamit
18	1/15/2019	8/17/2019	JH4CL96898C973571	Prodder
51	12/21/2018	2/23/2019	WBXPC93447W771290	Fix San
75	7/21/2019	9/3/18	WBA3B5C54FF718052	Stim
37	8/5/19	5/19/2019	WAUCFAFH7DN682802	Fix San
36	9/11/18	5/9/19	3VWML7AJ9EM673654	Sonsing
46	9/30/2018	6/20/2019	WBAVA33507F287050	Stim
42	2/7/19	4/16/2019	5BZBF0AA8FN233215	Span
26	6/21/2019	12/3/18	1GYS4UKJXFR158645	Wrapsafe
57	12/3/18	11/29/2018	1G6YX36D995780139	Bitwolf
27	10/13/2018	10/9/18	YV4952BZ8E1266672	Matsoft
37	9/6/18	5/19/2019	1G6DP8E32C0647263	Job
100	9/22/2018	10/18/2018	WAUSH94F18N167998	Namfix
89	11/16/2018	11/10/18	WAUAH94F26N785517	Fintone
22	11/30/2018	1/16/2019	1C4RDHEG9EC800950	Ronstring
85	9/23/2018	9/4/18	WAUJT68E53A884267	Treeflex
27	4/20/2019	2/6/19	JN1CV6EK8FM454271	Pannier
84	4/28/2019	6/30/2019	WAUJFAFH2AN600574	Asoka
68	5/7/19	5/1/19	JTEBU4BF2DK934723	Daltfresh
19	3/2/19	11/11/18	3C4PDCBB6ET000890	Fintone
50	4/6/19	7/16/2019	KNDMG4C35A6477290	Zoolab
6	5/20/2019	3/6/19	JTEBU5JR0C5952619	Flexidy
75	10/19/2018	1/13/2019	3VWC17AU4FM821612	Flexidy
8	5/3/19	8/13/2019	1B3CB1HA3AD698125	Alphazap
43	11/13/2018	12/26/2018	3N1AB7AP0FL051662	Treeflex
29	8/27/2018	10/22/2018	1C3BC2FB4BN820287	Sub-Ex
55	1/29/2019	12/9/18	KNADH4A33B6378269	Job
5	7/18/2019	10/9/18	1FTFW1E89AF048704	Y-find
84	12/19/2018	1/19/2019	JH4DC53085S725017	Trippledex
75	1/17/2019	4/4/19	JN1AZ4FH9FM150224	Redhold
1	6/25/2019	8/8/19	5J8TB3H57EL214628	Cookley
49	3/30/2019	3/30/2019	1FMJK1JT6FE999144	Y-find
74	12/25/2018	8/17/2019	WBAPK73569A574003	Tresom
31	11/1/18	5/20/2019	2B3CK5CT5AH601591	Alphazap
67	1/8/19	5/31/2019	5UXKR0C5XF0273184	Hatity
62	3/20/2019	3/7/19	5N1AR1NB5AC221406	Span
39	5/3/19	10/8/18	1FTEW1CF0FF175670	Matsoft
71	9/21/2018	4/10/19	KNAGM4A72B5045689	Span
24	8/27/2018	10/29/2018	JH4CU25629C085234	Namfix
34	7/16/2019	5/28/2019	1FTEW1CW7AK490515	Flowdesk
49	4/28/2019	7/16/2019	JTHFE2C29E2154141	Sub-Ex
65	2/24/2019	1/9/19	3D73M4CL7BG442793	Tempsoft
33	9/20/2018	4/24/2019	JH4DB76661S505030	Cardify
53	4/6/19	9/5/18	2C3CCAEG2FH263440	Temp
71	2/2/19	12/7/18	5TDDK4CC4AS295448	Konklux
85	5/29/2019	5/8/19	WUARL48H98K816000	Prodder
6	7/21/2019	5/22/2019	WBAFB334X1L595604	Overhold
35	10/22/2018	8/23/2018	WAULC58E73A053730	Konklab
86	7/10/19	4/3/19	1G4HA5EM5BU888602	Lotlux
14	5/5/19	3/23/2019	5FRYD4H2XGB604203	Bitwolf
4	9/29/2018	1/28/2019	JN1AZ4FHXFM923508	Rank
75	4/19/2019	3/29/2019	TRURD38J191835452	Holdlamis
67	12/7/18	4/14/2019	2G4GU5EV0C9092401	Lotstring
11	5/17/2019	9/4/18	SCBBR9ZA4AC816257	Sonair
86	1/24/2019	6/15/2019	1N6AF0KY1FN679338	Latlux
50	4/30/2019	12/7/18	WAUYP64B61N530245	Bigtax
13	8/20/2018	5/19/2019	1G6KA5EY2AU257658	Bamity
6	7/17/2019	6/28/2019	YV4902BZ8D1895331	Fintone
72	1/10/19	10/20/2018	JHMZF1C6XES784046	Alphazap
19	11/25/2018	3/19/2019	1G4HP57296U363753	Stringtough
40	7/5/19	8/8/19	WVWAA7AH4BV612187	Bigtax
23	4/14/2019	6/26/2019	JTEBU5JR2C5409241	Zamit
39	10/3/18	3/19/2019	5UXFA93546L988635	Andalax
9	9/21/2018	7/15/2019	WBAGL83575D489831	Bitwolf
80	12/25/2018	4/23/2019	WBA8Z5C50FD305462	Daltfresh
71	12/12/18	5/18/2019	WAUWFAFRXBA471782	Vagram
40	3/23/2019	1/2/19	WA1BV94L27D771933	Bigtax
72	5/28/2019	12/5/18	5GAKRAKD2EJ866855	Temp
